"SR.
NO.",Town,Revenue Circle,Property Area,Classification,Location,Square No,Killa No,Khasra No,DC Rate,Unit,Structure Rate
766,Haveli,Haveli Lakha,Pakpattan Road Mehmood Market,Commercial,Main Road,,,,6042699,Marla,2489
767,Haveli,Haveli Lakha,Pakpattan Road Mehmood Market,Residential,Main Road,,,,1546895,Marla,1684
768,Haveli,Haveli Lakha,Pakpattan Road Railway Road,Commercial,Main Road,,,,1839067,Marla,1684
769,Haveli,Haveli Lakha,Pakpattan Road Railway Road,Residential,Main Road,,,,1160171,Marla,1684
770,Haveli,Haveli Lakha,Pakpattan Road To Shall Pump Chungi No. 8,Commercial,Main Road,,,,2364540,Marla,1684
771,Haveli,Haveli Lakha,Pakpattan Road To Shall Pump Chungi No. 8,Residential,Main Road,,,,937510,Marla,878
772,Haveli,Haveli Lakha,Pakpattan Road UBL Bank To Petrol Pump,Commercial,Main Road,,,,4729080,Marla,2972
773,Haveli,Haveli Lakha,Panah Nagar Road Opposite Yameen Town,Commercial,Main Road,,,,1839067,Marla,1684
774,Haveli,Haveli Lakha,Panah Nagar Road Opposite Yameen Town,Residential,Main Road,,,,1160171,Marla,1684
775,Haveli,Haveli Lakha,Pull Shakoor Abad To Malik Cinema,Commercial,Main Road,,,,1839067,Marla,1684
776,Haveli,Haveli Lakha,Pull Shakoor Abad To Malik Cinema,Residential,Main Road,,,,1160171,Marla,1684
777,Haveli,Haveli Lakha,Purana Sabzi Bazar,Commercial,Main Road,,,,3284091,Marla,2006
778,Haveli,Haveli Lakha,Purana Sabzi Bazar,Residential,Main Road,,,,1160171,Marla,1684
779,Haveli,Haveli Lakha,Purana Sabzi Bazar To Gali Shaikhan Wali,Commercial,Main Road,,,,4729080,Marla,2972
780,Haveli,Haveli Lakha,Rafique Town,Commercial,Off Road,,,,448613,Marla,1464
781,Haveli,Haveli Lakha,Rafique Town,Residential,Off Road,,,,220113,Marla,878
782,Haveli,Haveli Lakha,Railway Bazar,Commercial,Main Road,,,,4729080,Marla,2972
783,Haveli,Haveli Lakha,Railway Road House Diwan Ghulam Rasool To Old Bhata,Commercial,Main Road,,,,2364540,Marla,1684
784,Haveli,Haveli Lakha,Railway Road House Diwan Ghulam Rasool To Old Bhata,Residential,Main Road,,,,902353,Marla,878
785,Haveli,Haveli Lakha,Railway Road Mall Godam Road To Masjid Gulzar Madina,Commercial,Main Road,,,,2364540,Marla,1684
786,Haveli,Haveli Lakha,Railway Road Mall Godam Road To Masjid Gulzar Madina,Residential,Main Road,,,,1031261,Marla,878
787,Haveli,Haveli Lakha,Rana Tehseen Ullah Town,Commercial,Off Road,,,,1050904,Marla,878
788,Haveli,Haveli Lakha,Rana Tehseen Ullah Town,Residential,Off Road,,,,328129,Marla,878
789,Haveli,Haveli Lakha,Ray Plaza Chungi No. 5 Canal Road To Pull Shakoor Abad,Commercial,Main Road,,,,1839067,Marla,1684
790,Haveli,Haveli Lakha,Ray Plaza Chungi No. 5 Canal Road To Pull Shakoor Abad,Residential,Main Road,,,,1160171,Marla,1684
791,Haveli,Haveli Lakha,Ray Plaza To Hafeez Clinic,Commercial,Main Road,,,,1313629,Marla,878
792,Haveli,Haveli Lakha,Ray Plaza To Hafeez Clinic,Residential,Main Road,,,,773444,Marla,1684
793,Haveli,Haveli Lakha,Ray Plaza To Moodey Bun Road Wapda Office,Commercial,Main Road,,,,2364540,Marla,1684
794,Haveli,Haveli Lakha,Ray Plaza To Moodey Bun Road Wapda Office,Residential,Main Road,,,,1031261,Marla,878
795,Haveli,Haveli Lakha,Rehmat Town,Commercial,Off Road,,,,1050904,Marla,878
796,Haveli,Haveli Lakha,Rehmat Town,Residential,Off Road,,,,328129,Marla,878
797,Haveli,Haveli Lakha,Rustam Town,Commercial,Off Road,,,,1050904,Marla,878
798,Haveli,Haveli Lakha,Rustam Town,Residential,Off Road,,,,304691,Marla,878
799,Haveli,Haveli Lakha,Sadar Bazar (Delete),Commercial,Off Road,,,,6042699,Marla,2489
800,Haveli,Haveli Lakha,Sadar Bazar (Delete),Residential,Off Road,,,,1546895,Marla,1684
801,Haveli,Haveli Lakha,Sadar Bazar (Main Road),Commercial,Off Road,,,,6042699,Marla,2489
802,Haveli,Haveli Lakha,Sadar Bazar (Main Road),Residential,Off Road,,,,1546895,Marla,1684
803,Haveli,Haveli Lakha,Shahamand Road,Commercial,Off Road,,,,1050904,Marla,878
804,Haveli,Haveli Lakha,Shahamand Road,Residential,Off Road,,,,304691,Marla,878
805,Haveli,Haveli Lakha,Shell Petrol Pump High School Boys No. 1 To Wahdat Road,Commercial,Main Road,,,,1970449,Marla,1684
806,Haveli,Haveli Lakha,Shell Petrol Pump High School Boys No. 1 To Wahdat Road,Residential,Main Road,,,,773444,Marla,1684
807,Haveli,Haveli Lakha,Siraaj Pura Abadi,Commercial,Off Road,,,,1313629,Marla,878
808,Haveli,Haveli Lakha,Siraaj Pura Abadi,Residential,Off Road,,,,328129,Marla,878
809,Haveli,Haveli Lakha,Suleman Ki Road,Commercial,Main Road,,,,6042699,Marla,2489
810,Haveli,Haveli Lakha,Suleman Ki Road,Residential,Main Road,,,,1546895,Marla,1684
811,Haveli,Haveli Lakha,Suleman Ki Road Chowk Shahidan To Wapda Office,Commercial,Main Road,,,,2364540,Marla,1684
812,Haveli,Haveli Lakha,Suleman Ki Road Chowk Shahidan To Wapda Office,Residential,Main Road,,,,1031261,Marla,878
813,Haveli,Haveli Lakha,Tariq Colony,Commercial,Off Road,,,,788177,Marla,1684
814,Haveli,Haveli Lakha,Tariq Colony,Residential,Off Road,,,,328129,Marla,878
815,Haveli,Haveli Lakha,Trunk Bazar,Commercial,Main Road,,,,2889989,Marla,2489
816,Haveli,Haveli Lakha,Trunk Bazar,Residential,Main Road,,,,1160171,Marla,1684
817,Haveli,Haveli Lakha,"Urban Area 1/SP
Wasawy Wala (Link Road)",Agricultural,Link Road,,,,10312619,Acre,732
818,Haveli,Haveli Lakha,"Urban Area 1/SP
Wasawy Wala (Main Road)",Agricultural,Main Road,,,,12890760,Acre,732
819,Haveli,Haveli Lakha,"Urban Area 1/SP
Wasawy Wala (Off Road)",Agricultural,Off Road,,,,7734456,Acre,732
820,Haveli,Haveli Lakha,Urban Area Bareet (Link Road),Agricultural,Link Road,,,,10312619,Acre,732
821,Haveli,Haveli Lakha,Urban Area Bareet (Main Road),Agricultural,Main Road,,,,12890760,Acre,732
822,Haveli,Haveli Lakha,Urban Area Bareet (Off Road),Agricultural,Off Road,,,,7734456,Acre,732
823,Haveli,Haveli Lakha,Urban Area Gehal Singh (Link Road),Agricultural,Link Road,,,,12890760,Acre,732
824,Haveli,Haveli Lakha,Urban Area Gehal Singh (Main Road),Agricultural,Main Road,,,,18046932,Acre,732
825,Haveli,Haveli Lakha,Urban Area Gehal Singh (Off Road),Agricultural,Off Road,,,,10312619,Acre,732
826,Haveli,Haveli Lakha,Urban Area Jawaya Bloch (Link Road),Agricultural,Link Road,,,,10312619,Acre,732
827,Haveli,Haveli Lakha,Urban Area Jawaya Bloch (Main Road),Agricultural,Main Road,,,,12890760,Acre,732
828,Haveli,Haveli Lakha,Urban Area Jawaya Bloch (Off Road),Agricultural,Off Road,,,,7734456,Acre,732
829,Haveli,Haveli Lakha,Urban Area Mehtab Ray (Link Road),Agricultural,Link Road,,,,12890760,Acre,732
830,Haveli,Haveli Lakha,Urban Area Mehtab Ray (Main Road),Agricultural,Main Road,,,,18046932,Acre,732
831,Haveli,Haveli Lakha,Urban Area Mehtab Ray (Off Road),Agricultural,Off Road,,,,10312619,Acre,732
832,Haveli,Haveli Lakha,Urban Haveli (Link Road),Agricultural,Link Road,,,,15468957,Acre,732
833,Haveli,Haveli Lakha,Urban Haveli (Main Road),Agricultural,Main Road,,,,20625239,Acre,732
834,Haveli,Haveli Lakha,Urban Haveli (Off Road),Agricultural,Off Road,,,,12890760,Acre,732
835,Haveli,Haveli Lakha,Wahdat Road To Railway Station,Commercial,Main Road,,,,1839067,Marla,1684
836,Haveli,Haveli Lakha,Wahdat Road To Railway Station,Residential,Main Road,,,,1160171,Marla,1684
837,Haveli,Haveli Lakha,Yameen Market,Commercial,Link Road,,,,6042699,Marla,2489
838,Haveli,Haveli Lakha,Yameen Market,Residential,Link Road,,,,1546895,Marla,1684
839,Haveli,Haveli Lakha,Yameen Town No. 1 South,Commercial,Off Road,,,,1839067,Marla,1684
840,Haveli,Haveli Lakha,Yameen Town No. 1 South,Residential,Off Road,,,,1160171,Marla,1684
841,Haveli Lakha,Haveli,Gateway (Mehtay K Mehtab Rai),Commercial,Main Road,,,,2008954,Marla,866
842,Haveli Lakha,Haveli,Gateway (Mehtay K Mehtab Rai),Residential,Off Road,,,,312504,Marla,866
843,Haveli Lakha,Haveli,Satluj Town (1/Sp Wasvewala),Commercial,Main Road,,,,420000,Marla,866
844,Haveli Lakha,Haveli,Satluj Town (1/Sp Wasvewala),Residential,Off Road,,,,210000,Marla,866
845,Haveli Lakha,Haveli Lakha,GARDEN TOWN NEAR PARSA COLONY,Residential,Off Road,,,,133402,Marla,878
846,Haveli Lakha,Haveli Lakha,GREEN CITY,Commercial,Main Road,,,,407830,Marla,1684
847,Haveli Lakha,Haveli Lakha,GREEN CITY,Residential,Off Road,,,,133402,Marla,878
848,Haveli Lakha,Haveli Lakha,HASHIM GARDEN PHASE II BAGIAN ROAD HAVELI LAKHA,Commercial,Main Road,,,,203915,Marla,1684
849,Haveli Lakha,Haveli Lakha,HASHIM GARDEN PHASE II BAGIAN ROAD HAVELI LAKHA,Residential,Off Road,,,,133402,Marla,878
850,Haveli Lakha,Haveli Lakha,HAVELI VELLAS NEAR RAJABA SHAKOOR ABAD,Commercial,Main Road,,,,244698,Marla,1684
851,Haveli Lakha,Haveli Lakha,HAVELI VELLAS NEAR RAJABA SHAKOOR ABAD,Residential,Off Road,,,,146742,Marla,878
852,Haveli Lakha,Haveli Lakha,IBRAH MINHAJ UL QURAN,Commercial,Main Road,,,,203915,Marla,1684
853,Haveli Lakha,Haveli Lakha,IBRAH MINHAJ UL QURAN,Residential,Off Road,,,,133402,Marla,878
854,Haveli Lakha,Haveli Lakha,MADNI NEW PHASE NEAR RAJABA,Commercial,Main Road,,,,271887,Marla,1684
855,Haveli Lakha,Haveli Lakha,MADNI NEW PHASE NEAR RAJABA,Residential,Off Road,,,,200103,Marla,878
856,Haveli Lakha,Haveli Lakha,ROSE VALLEY MALL GODAM ROAD,Commercial,Main Road,,,,407830,Marla,1684
857,Haveli Lakha,Haveli Lakha,ROSE VALLEY MALL GODAM ROAD,Residential,Off Road,,,,343754,Marla,878
858,Haveli Lakha,Haveli Lakha,Wali Dar Town,Commercial,Main Road,,,,203915,Marla,1684
859,Haveli Lakha,Haveli Lakha,Wali Dar Town,Residential,Off Road,,,,106722,Marla,878
860,Hujra,Hujra i,Al Madina Garden,Commercial,Main Road,,,,129202,Marla,1464
861,Hujra,Hujra i,Al Madina Garden,Residential,Off Road,,,,99225,Marla,879
862,Hujra,Hujra i,Bari Town Near Fawaar Chok,Commercial,Main Road,,,,2584050,Marla,1464
863,Hujra,Hujra i,Bari Town Near Fawaar Chok,Residential,Off Road,,,,821362,Marla,879
864,Hujra,Hujra i,Canal Garden,Commercial,Main Road,,,,1909950,Marla,1464
865,Hujra,Hujra i,Canal Garden,Residential,Off Road,,,,642757,Marla,879
866,Hujra,Hujra i,Gulshan ul Qamees,Commercial,Main Road,,,,1384152,Marla,1464
867,Hujra,Hujra i,Gulshan ul Qamees,Residential,Off Road,,,,703395,Marla,879
868,Hujra,Hujra i,Hashmat Town,Commercial,Main Road,,,,1384152,Marla,1464
869,Hujra,Hujra i,Hashmat Town,Residential,Off Road,,,,703395,Marla,879
870,Hujra,Hujra i,Moeen Block,Commercial,Main Road,,,,2584050,Marla,1464
871,Hujra,Hujra i,Moeen Block,Residential,Off Road,,,,821362,Marla,879
872,Hujra,Hujra i,Sahmasia Phase II,Commercial,Main Road,,,,112350,Marla,1464
873,Hujra,Hujra i,Sahmasia Phase II,Residential,Off Road,,,,81585,Marla,879
874,Hujra,Hujra i,Village City,Commercial,Main Road,,,,134820,Marla,1464
875,Hujra,Hujra i,Village City,Residential,Off Road,,,,99225,Marla,879
876,Hujra Shah Muqeem,Hujra,Abadi Abad Ali Gujjar,Commercial,Off Road,,,,298552,Marla,878
877,Hujra Shah Muqeem,Hujra,Abadi Abad Ali Gujjar,Residential,Off Road,,,,214844,Marla,878
878,Hujra Shah Muqeem,Hujra,Abadi Chaudhry Shoukat Wali,Commercial,Off Road,,,,298552,Marla,878
879,Hujra Shah Muqeem,Hujra,Abadi Chaudhry Shoukat Wali,Residential,Off Road,,,,214855,Marla,878
880,Hujra Shah Muqeem,Hujra,Abadi Nasrullah Khan,Commercial,Off Road,,,,696622,Marla,1684
881,Hujra Shah Muqeem,Hujra,Abadi Nasrullah Khan,Residential,Off Road,,,,537115,Marla,878
882,Hujra Shah Muqeem,Hujra,Al-Haram City,Commercial,Off Road,,,,4975879,Marla,2489
883,Hujra Shah Muqeem,Hujra,Alisha Housing Scheme,Commercial,Off Road,,,,298552,Marla,878
884,Hujra Shah Muqeem,Hujra,Alisha Housing Scheme,Residential,Off Road,,,,214844,Marla,878
885,Hujra Shah Muqeem,Hujra,Bismillah Phase-I & II,Commercial,Off Road,,,,298552,Marla,878
886,Hujra Shah Muqeem,Hujra,Bismillah Phase-I & II,Residential,Off Road,,,,214844,Marla,878
887,Hujra Shah Muqeem,Hujra,Chah Sufi Hadayat Ullah Gujjar,Commercial,Off Road,,,,298552,Marla,878
888,Hujra Shah Muqeem,Hujra,Chah Sufi Hadayat Ullah Gujjar,Residential,Off Road,,,,214844,Marla,878
889,Hujra Shah Muqeem,Hujra,Depalpur Road Bypass Baba Farid Town to Municipal Limits,Commercial,Main Road,,,,1532576,Marla,878
890,Hujra Shah Muqeem,Hujra,Gulshan Khadim Ali,Commercial,Off Road,,,,298552,Marla,878
891,Hujra Shah Muqeem,Hujra,Gulshan Khadim Ali,Residential,Off Road,,,,214855,Marla,878
892,Hujra Shah Muqeem,Hujra,Jhugian Jallo,Commercial,Off Road,,,,398068,Marla,1684
893,Hujra Shah Muqeem,Hujra,Jhugian Jallo,Residential,Off Road,,,,292972,Marla,878
894,Hujra Shah Muqeem,Hujra,Noor Kot (Ghoos Pur Gujjran),Commercial,Off Road,,,,448552,Marla,878
895,Hujra Shah Muqeem,Hujra,Noor Kot (Ghoos Pur Gujjran),Residential,Off Road,,,,300000,Marla,878
896,Hujra Shah Muqeem,Hujra,Shah Muqeem Town,Commercial,Off Road,,,,597103,Marla,1684
897,Hujra Shah Muqeem,Hujra,Shah Muqeem Town,Residential,Off Road,,,,292972,Marla,878
898,Hujra Shah Muqeem,Hujra i,Abadi Abdullah,Residential,Off Road,,,,675675,Marla,866
899,Hujra Shah Muqeem,Hujra i,Abadi Ch. Muhammad Younas Wali,Commercial,Off Road,,,,822457,Marla,878
900,Hujra Shah Muqeem,Hujra i,Abadi Ch. Muhammad Younas Wali,Residential,Off Road,,,,644537,Marla,878
901,Hujra Shah Muqeem,Hujra i,ABADI CH.TARIQ MEHMOOD,Commercial,Main Road,,,,543774,Marla,1684
902,Hujra Shah Muqeem,Hujra i,ABADI CH.TARIQ MEHMOOD,Residential,Off Road,,,,266805,Marla,878
903,Hujra Shah Muqeem,Hujra i,Abadi Chah Fateh Muhammad Wali,Commercial,Off Road,,,,952405,Marla,1684
904,Hujra Shah Muqeem,Hujra i,Abadi Chah Fateh Muhammad Wali,Residential,Off Road,,,,773444,Marla,1684
905,Hujra Shah Muqeem,Hujra i,Abadi Dobaha,Commercial,Off Road,,,,373844,Marla,1464
906,Hujra Shah Muqeem,Hujra i,Abadi Dobaha,Residential,Off Road,,,,183427,Marla,878
907,Hujra Shah Muqeem,Hujra i,Abadi Habib Shah Wali,Commercial,Off Road,,,,952405,Marla,1684
908,Hujra Shah Muqeem,Hujra i,Abadi Habib Shah Wali,Residential,Off Road,,,,773444,Marla,1684
909,Hujra Shah Muqeem,Hujra i,Abadi Kot Shoukat Sultan,Commercial,Off Road,,,,822457,Marla,878
910,Hujra Shah Muqeem,Hujra i,Abadi Kot Shoukat Sultan,Residential,Off Road,,,,644537,Marla,878
911,Hujra Shah Muqeem,Hujra i,Abadi Musa Khan,Commercial,Off Road,,,,411228,Marla,1464
912,Hujra Shah Muqeem,Hujra i,Abadi Musa Khan,Residential,Off Road,,,,190765,Marla,878
913,Hujra Shah Muqeem,Hujra i,Abadi Petrol Pump,Commercial,Link Road,,,,575720,Marla,878
914,Hujra Shah Muqeem,Hujra i,Abadi Petrol Pump,Residential,Link Road,,,,386722,Marla,878
915,Hujra Shah Muqeem,Hujra i,Abadi Rajputan Wali,Commercial,Off Road,,,,575720,Marla,878
916,Hujra Shah Muqeem,Hujra i,Abadi Rajputan Wali,Residential,Off Road,,,,386722,Marla,878
917,Hujra Shah Muqeem,Hujra i,Abadi Sardar Shafahat Wali,Commercial,Main Road,,,,815661,Marla,1684
918,Hujra Shah Muqeem,Hujra i,Abadi Sardar Shafahat Wali,Commercial,Off Road,,,,740212,Marla,878
919,Hujra Shah Muqeem,Hujra i,Abadi Sardar Shafahat Wali,Residential,Off Road,,,,468753,Marla,878
920,Hujra Shah Muqeem,Hujra i,Abadi Shellor Wali,Commercial,Off Road,,,,822457,Marla,878
921,Hujra Shah Muqeem,Hujra i,Abadi Shellor Wali,Residential,Off Road,,,,515628,Marla,878
922,Hujra Shah Muqeem,Hujra i,Abadi Sindhi wali,Commercial,Off Road,,,,448613,Marla,1464
923,Hujra Shah Muqeem,Hujra i,Abadi Sindhi wali,Residential,Off Road,,,,146742,Marla,878
924,Hujra Shah Muqeem,Hujra i,Abadi Yusaf Wali,Commercial,Off Road,,,,598151,Marla,1464
925,Hujra Shah Muqeem,Hujra i,Abadi Yusaf Wali,Residential,Off Road,,,,183427,Marla,878
926,Hujra Shah Muqeem,Hujra i,Abdullah Basti,Commercial,Off Road,,,,904703,Marla,878
927,Hujra Shah Muqeem,Hujra i,Abdullah Basti,Residential,Off Road,,,,644537,Marla,878
928,Hujra Shah Muqeem,Hujra i,Ahmad Town,Commercial,Off Road,,,,781335,Marla,878
929,Hujra Shah Muqeem,Hujra i,Ahmad Town,Residential,Off Road,,,,515628,Marla,878
930,Hujra Shah Muqeem,Hujra i,Al Mohsin Block (Ghous Pur Gujran),Residential,Off Road,,,,315000,Marla,866
931,Hujra Shah Muqeem,Hujra i,Al-Jannat Super Market,Commercial,Link Road,,,,3045235,Marla,2489
932,Hujra Shah Muqeem,Hujra i,AL.MAKAHA COMMERCI AL MARKET,Commercial,Main Road,,,,2039152,Marla,1684
933,Hujra Shah Muqeem,Hujra i,Alflah CNG To Ali Baksh Housing Scheme,Commercial,Link Road,,,,1695776,Marla,1684
934,Hujra Shah Muqeem,Hujra i,Ali Baksh Housing Scheme,Residential,Off Road,,,,644537,Marla,878
935,Hujra Shah Muqeem,Hujra i,Ali Baksh Housing Scheme To Bus Stand Hujra,Commercial,Main Road,,,,2101809,Marla,1684
936,Hujra Shah Muqeem,Hujra i,Androon Lal Lakeer Abadi,Residential,Off Road,,,,773444,Marla,1684
937,Hujra Shah Muqeem,Hujra i,Attory Chowk To Faridia Market (Attory Road),Commercial,Main Road,,,,2364540,Marla,1684
938,Hujra Shah Muqeem,Hujra i,"Attory Chowk To Haveli Road, Circular Road",Commercial,Main Road,,,,3021360,Marla,2167
939,Hujra Shah Muqeem,Hujra i,Awaisia Town,Residential,Off Road,,,,515628,Marla,878
940,Hujra Shah Muqeem,Hujra i,Azeem Town (Ghous Pur Gujran),Commercial,Main Road,,,,770356,Marla,866
941,Hujra Shah Muqeem,Hujra i,Azeem Town (Ghous Pur Gujran),Residential,Off Road,,,,615240,Marla,866
942,Hujra Shah Muqeem,Hujra i,Bab-e- Qalandar Gate To Chunian Chowk,Commercial,Main Road,,,,4466338,Marla,3294
943,Hujra Shah Muqeem,Hujra i,Baba Farid Town,Residential,Off Road,,,,468753,Marla,878
944,Hujra Shah Muqeem,Hujra i,Bahawalsher Town,Residential,Off Road,,,,515628,Marla,878
945,Hujra Shah Muqeem,Hujra i,Bashir Town,Residential,Off Road,,,,644537,Marla,878
946,Hujra Shah Muqeem,Hujra i,Batyan Road,Residential,Off Road,,,,644537,Marla,878
947,Hujra Shah Muqeem,Hujra i,Brand Residensia (Ghous Pur Gujran),Commercial,Main Road,,,,525000,Marla,866
948,Hujra Shah Muqeem,Hujra i,Bus Stand To Bab-e- Qalandar Gate,Commercial,Main Road,,,,3284091,Marla,2006
949,Hujra Shah Muqeem,Hujra i,Chah Ahmad Din,Commercial,Off Road,,,,1495378,Marla,1684
950,Hujra Shah Muqeem,Hujra i,Chah Ahmad Din,Residential,Off Road,,,,198102,Marla,878
951,Hujra Shah Muqeem,Hujra i,Chah Darkhana wala,Commercial,Off Road,,,,523381,Marla,1464
952,Hujra Shah Muqeem,Hujra i,Chah Darkhana wala,Residential,Off Road,,,,256799,Marla,878
953,Hujra Shah Muqeem,Hujra i,Chah Guhmiyraha wala,Commercial,Off Road,,,,523381,Marla,1464
954,Hujra Shah Muqeem,Hujra i,Chah Guhmiyraha wala,Residential,Off Road,,,,366856,Marla,878
955,Hujra Shah Muqeem,Hujra i,Chah Langar Wala,Residential,Off Road,,,,773444,Marla,1684
956,Hujra Shah Muqeem,Hujra i,Chah Malook Wali,Residential,Off Road,,,,773444,Marla,1684
957,Hujra Shah Muqeem,Hujra i,Chah Muhammad Kamiyana,Commercial,Off Road,,,,897227,Marla,1464
958,Hujra Shah Muqeem,Hujra i,Chah Muhammad Kamiyana,Residential,Off Road,,,,697027,Marla,878
959,Hujra Shah Muqeem,Hujra i,Chah Panjay wala,Commercial,Off Road,,,,448613,Marla,1464
960,Hujra Shah Muqeem,Hujra i,Chah Panjay wala,Residential,Off Road,,,,220113,Marla,878
961,Hujra Shah Muqeem,Hujra i,Chowk Haveli Road To Pull Ghara,Commercial,Main Road,,,,2889989,Marla,2489
962,Hujra Shah Muqeem,Hujra i,Chowk Hujra To Alfa CNG Hujra Road,Commercial,Main Road,,,,3284091,Marla,2006
963,Hujra Shah Muqeem,Hujra i,Chunian Chowk To Attory Road Chowk,Commercial,Main Road,,,,4466338,Marla,3294
964,Hujra Shah Muqeem,Hujra i,Chunian Chowk To Dhulyana Chowk,Commercial,Main Road,,,,3546787,Marla,2167
965,Hujra Shah Muqeem,Hujra i,Dahi Markaz Health To Hadood Baldya,Commercial,Main Road,,,,2101809,Marla,1684
966,Hujra Shah Muqeem,Hujra i,Darbar Phaliyee Wala,Commercial,Off Road,,,,747689,Marla,1464
967,Hujra Shah Muqeem,Hujra i,Darbar Phaliyee Wala,Residential,Off Road,,,,440228,Marla,878
968,Hujra Shah Muqeem,Hujra i,Depal Pur Road Chowk Hujra To Baba Farid Town Bye- Passs,Commercial,Main Road,,,,3940889,Marla,2328
969,Hujra Shah Muqeem,Hujra i,Dhulyana Chowk To Disposal,Commercial,Main Road,,,,1576359,Marla,1684
970,Hujra Shah Muqeem,Hujra i,"Dhulyana Road, Dhulyana Chowk To Hadood Baldya",Commercial,Main Road,,,,1839067,Marla,1684
971,Hujra Shah Muqeem,Hujra i,Disposal To Hadood Baldya,Commercial,Main Road,,,,1050904,Marla,878
972,Hujra Shah Muqeem,Hujra i,Dobaha Shedan Wala,Commercial,Off Road,,,,224306,Marla,1464
973,Hujra Shah Muqeem,Hujra i,Dobaha Shedan Wala,Residential,Off Road,,,,550285,Marla,1464
974,Hujra Shah Muqeem,Hujra i,Faridia Market To Hadood Baldya,Commercial,Main Road,,,,1970449,Marla,1684
975,Hujra Shah Muqeem,Hujra i,G.M Block (Hujra),Residential,Off Road,,,,675675,Marla,866
976,Hujra Shah Muqeem,Hujra i,Garden Town,Commercial,Main Road,,,,543774,Marla,1684
977,Hujra Shah Muqeem,Hujra i,Garden Town,Residential,Off Road,,,,351566,Marla,878
978,Hujra Shah Muqeem,Hujra i,Ghousia Colony,Residential,Off Road,,,,773444,Marla,1684
979,Hujra Shah Muqeem,Hujra i,Gillani Town,Commercial,Main Road,,,,1930005,Marla,866
980,Hujra Shah Muqeem,Hujra i,Gillani Town,Residential,Off Road,,,,699300,Marla,866
981,Hujra Shah Muqeem,Hujra i,Green Market Hujra,Commercial,Link Road,,,,2364540,Marla,1684
982,Hujra Shah Muqeem,Hujra i,Gulburg City (Ghous Pur Gujran),Commercial,Main Road,,,,630000,Marla,866
983,Hujra Shah Muqeem,Hujra i,Gulburg City (Ghous Pur Gujran),Residential,Off Road,,,,315000,Marla,866
984,Hujra Shah Muqeem,Hujra i,Gulshan Farid,Residential,Off Road,,,,644537,Marla,878
985,Hujra Shah Muqeem,Hujra i,Gulshan Fatima,Commercial,Main Road,,,,1930005,Marla,866
986,Hujra Shah Muqeem,Hujra i,Gulshan Fatima,Residential,Off Road,,,,1289075,Marla,878
987,Hujra Shah Muqeem,Hujra i,Gulshan-e- Tauheed,Residential,Off Road,,,,675675,Marla,866
988,Hujra Shah Muqeem,Hujra i,HAJI ZAHID COMMERCI AL MARKET,Commercial,Main Road,,,,1087548,Marla,1684
